loss,val_loss,learning rate
0.8406213641166687,0.7573137283325195,0.0003
0.6886132940649986,0.7269039154052734,0.0003
0.6921037688851357,0.7091270089149475,0.0003
0.7119166642427445,0.7269500494003296,0.0003
0.7103432133793831,0.7181767225265503,0.0003
0.7056817829608917,0.7547963857650757,0.0003
0.7029692605137825,0.7064774632453918,0.0003
0.7061968326568604,0.7152407169342041,0.0003
0.700187335908413,0.7301764488220215,0.0003
0.712036793678999,0.7085626721382141,0.0003
0.7220913350582123,0.7396191358566284,0.0003
0.697856804728508,0.720260500907898,0.0003
0.7136833593249321,0.7316924929618835,0.0003
0.7035098597407341,0.7412900924682617,0.0003
0.6955695495009422,0.739991307258606,0.0003
0.7072892010211944,0.7423620820045471,0.0003
0.7210115164518356,0.7301944494247437,0.0003
0.710108046233654,0.7447384595870972,0.0003
0.7108372911810875,0.7490754127502441,0.0003
0.6975430980324745,0.7244474291801453,0.0003
0.6961151421070099,0.7123830318450928,0.0003
0.7159523159265518,0.7335473299026489,0.0003
0.7050271481275558,0.7637737989425659,0.0003
0.7075659707188606,0.7564551830291748,0.0003
0.7120237722992897,0.7201827764511108,0.0003
0.6810844793915749,0.7434084415435791,0.0003
0.7025220319628716,0.7320320010185242,0.0003
0.714181125164032,0.7529350519180298,0.0003
0.6991147011518478,0.7606191635131836,0.0003
0.7181621059775353,0.7669614553451538,0.0003
0.7073432996869087,0.7606275081634521,0.0003
0.697188425064087,0.74370938539505,0.0003
0.7010677069425583,0.7638036012649536,0.0003
0.7058273263275623,0.7215371131896973,0.0003
0.7003176882863045,0.7476000189781189,0.0003
0.6960883125662803,0.7162498831748962,0.0003
0.7029991552233696,0.704803466796875,0.0003
0.7020819738507271,0.7288271188735962,0.0003
0.6944425255060196,0.7158017158508301,0.0003
0.676895321905613,0.7568261623382568,0.0003
0.7044364616274834,0.7651374936103821,0.0003
0.6868478059768677,0.7420937418937683,0.0003
0.7166523560881615,0.7219822406768799,0.0003
0.6963540852069855,0.741320013999939,0.0003
0.7048540234565734,0.7941056489944458,0.0003
0.7052834391593933,0.7385128736495972,0.0003
0.6966330513358117,0.7315361499786377,0.0003
0.7174302354454994,0.731733500957489,0.0003
0.6949924483895302,0.7275419235229492,0.0003
0.6857039406895638,0.7064726948738098,0.0003
0.6927858874201774,0.7137376070022583,0.0003
0.6929007217288017,0.7131119966506958,0.0003
0.6941103026270866,0.7655766010284424,0.0003
0.6852781429886818,0.7159959077835083,0.0003
0.7062969982624054,0.7169101238250732,0.0003
0.7076275780797004,0.732747495174408,0.0003
0.6972135186195374,0.7295897006988525,0.0003
0.6939182326197624,0.7227749824523926,0.0003
0.6800894737243652,0.7106747627258301,0.0003
0.687912330031395,0.7134431600570679,0.0003
0.6799199849367141,0.7332490682601929,0.0003
0.7037657111883163,0.7131211161613464,0.0003
0.6953997239470482,0.7153456211090088,0.0003
0.6813972316682338,0.7577619552612305,0.0003
0.6975825726985931,0.7067677974700928,0.0003
0.6922167748212814,0.7000526189804077,0.0003
0.6904054284095764,0.7627220153808594,0.0003
0.7001912206411361,0.7196150422096252,0.0003
0.6945412039756775,0.7103441953659058,0.0003
0.682969918847084,0.7128143310546875,0.0003
0.6910125985741615,0.7585951089859009,0.0003
0.6878111407160759,0.7441888451576233,0.0003
0.7132812410593032,0.7725297212600708,0.0003
0.6879385575652123,0.7607152462005615,0.0003
0.7051542103290558,0.7098217010498047,0.0003
0.7074416115880012,0.7424473762512207,0.0003
0.6886016815900803,0.7306583523750305,0.0003
0.6901005715131759,0.7201396226882935,0.0003
0.6897733971476555,0.7663350105285645,0.0003
0.7043078452348709,0.7101374268531799,0.0003
0.7090537518262863,0.7133740186691284,0.0003
0.6912131652235984,0.7007275819778442,0.0003
0.69591825902462,0.6955836415290833,0.0003
0.6999781772494316,0.738891065120697,0.0003
0.6883471593260765,0.6916645169258118,0.0003
0.6921681433916091,0.7190182209014893,0.0003
0.6961892917752266,0.7229474186897278,0.0003
0.6815787583589554,0.783036470413208,0.0003
0.6893392235040665,0.7161358594894409,0.0003
0.6830952897667885,0.7130271792411804,0.0003
0.6788959622383117,0.7147238254547119,0.0003
0.6923437744379044,0.6924903392791748,0.0003
0.6922694578766823,0.7094213366508484,0.0003
0.6810514852404594,0.7161757946014404,0.0003
0.6951333746314049,0.734707236289978,0.0003
0.6892750188708305,0.7118384838104248,0.0003
0.6880838990211486,0.718571662902832,0.0003
0.6859292924404145,0.7314704656600952,0.0003
0.6945850178599358,0.6870522499084473,0.0003
0.682070928812027,0.7205530405044556,0.0003
